0,0
0,0
0,0
0,0
0,4
0,5
0,9
0,9
0,11
0,11
0,11
0,11
0,11
0,13
0,35
0,34
0,81
0,81
0,133
0,161
0,161
0,161
40,242
40,294
45,377
45,486
45,675
45,933
45,1256
45,1620
45,1620
45,1620
18,1620
45,1618
44,1612
45,1611
45,1485
45,1343
45,1082
45,740
45,803
45,882
39,833
12,801
19,725
18,632
18,524
18,408
20,292
20,258
20,195
20,119
13,87
13,68
2,41
2,26
2,20
2,20
0,20
0,4
0,4
0,1
0,2
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
