0,0
0,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,19
0,19
1,72
1,72
1,145
1,145
39,172
39,200
45,303
45,331
45,420
45,514
45,748
45,992
45,1337
45,1620
45,1620
45,1620
45,1620
45,1620
45,1620
45,1620
45,1620
45,1619
45,1620
45,1619
45,1620
44,1620
45,1620
45,1618
45,1619
45,1618
45,1620
45,1618
45,1612
45,1618
45,1616
45,1620
45,1620
45,1620
45,1620
45,1620
45,1620
45,1620
45,1620
45,1620
45,1620
45,1620
42,1620
45,1620
45,1620
45,1620
45,1618
45,1620
45,1474
45,1306
45,1023
45,780
45,838
45,881
45,894
45,931
45,952
45,947
45,956
44,922
44,940
44,872
45,876
18,853
14,838
9,741
9,712
9,626
9,538
9,452
11,376
11,308
11,270
11,208
11,165
11,154
11,117
11,96
11,90
13,83
13,65
13,48
13,44
12,39
5,35
5,22
4,18
4,18
4,18
4,8
4,8
2,7
2,7
2,7
2,7
2,7
2,5
2,5
2,5
2,5
0,3
0,3
0,1
0,1
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
