0,0
0,0
0,0
0,0
0,0
0,0
0,2
0,2
0,2
0,2
0,4
0,4
0,4
0,4
0,4
0,4
0,13
0,13
0,13
0,13
0,29
0,41
0,41
0,56
0,95
0,110
0,141
0,185
0,202
29,278
29,279
30,280
30,282
30,288
30,289
30,297
30,301
30,298
31,303
34,313
37,323
37,320
39,319
40,334
43,339
43,318
45,321
45,317
45,297
45,301
18,254
23,298
23,329
25,376
31,421
36,469
41,516
42,581
45,630
45,687
45,747
44,821
45,884
45,955
45,1025
45,1086
45,1159
44,1220
45,1323
45,1412
45,1486
45,1509
43,1515
42,1526
41,1523
36,1516
34,1518
35,1501
40,1500
41,1505
43,1478
43,1446
45,1404
44,1353
45,1296
44,1235
41,1175
42,1103
42,1039
42,932
43,843
44,768
43,738
42,705
45,684
45,652
44,627
41,595
36,581
30,529
27,485
24,458
22,427
18,396
19,383
16,370
17,356
18,340
17,329
16,317
16,298
16,279
15,267
15,250
13,236
10,218
9,211
9,194
9,181
8,160
8,147
7,135
8,130
10,129
12,122
12,114
12,106
11,97
10,92
11,87
12,88
12,86
12,80
12,72
11,68
11,66
11,61
11,55
11,55
11,50
11,47
11,45
11,42
10,41
7,35
6,31
5,28
5,26
6,26
6,26
