0,0
0,0
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,26
0,38
0,36
31,36
31,36
31,36
31,36
31,62
31,144
31,218
45,248
45,320
45,652
41,939
45,1423
45,1620
45,1620
45,1618
45,1619
45,1620
35,1617
45,1619
45,1604
31,1617
45,1581
45,1619
45,1620
45,1620
45,1620
45,1618
45,1619
45,1620
45,1608
45,1620
42,1605
45,1608
45,1620
45,1620
45,1617
45,1619
44,1620
44,1614
45,1616
45,1578
33,1556
45,1595
45,1620
45,1614
45,1610
45,1620
42,1605
32,1618
31,1523
18,1388
43,1102
44,1185
44,1406
45,1618
45,1603
45,1620
45,1617
45,1596
45,1467
45,1433
17,1394
1,1111
1,1000
0,928
0,1012
0,997
36,992
36,1062
36,1023
36,1021
36,1052
36,1033
36,973
45,840
45,696
45,631
9,601
9,494
22,545
22,462
45,346
45,310
45,242
36,217
36,237
45,236
45,258
45,223
32,128
32,108
9,107
9,85
9,107
9,107
9,86
0,85
26,84
26,83
26,108
26,108
26,108
26,108
26,66
26,88
26,88
26,82
0,71
0,71
0,46
0,46
0,46
0,56
0,77
0,56
0,56
0,42
0,32
0,32
0,32
0,46
0,46
0,36
0,15
0,14
0,14
0,14
0,14
0,14
0,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
